"","content","video_name.VIDEO_NAMEEminem - Love The Way You Lie ft. Rihanna","video_name.VIDEO_NAMEKaty Perry - Roar","video_name.VIDEO_NAMELMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock","video_name.VIDEO_NAMEPSY - GANGNAM STYLE(?????) M/V","video_name.VIDEO_NAMEShakira - Waka Waka","class","date_missing","year","month","day","hour","minute","second","week","quarter","day_of_year","week_of_year","weekend","hour_sin","hour_cos","weekday_num","weekday_sin","weekday_cos","month_sin","month_cos","author_freq","cpt_ratio","has_url","contains_out","contains_check","contains_please","contains_youtube","contains_subscribe","contains_video","contains_channel","contains_money","contains_follow","word_count"
"1095","Check out our cover of this song!",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.038461538,0,1,0,0,0,0,0,0,0,0,  7
"1096","Check out this playlist on YouTube: I tried",0,0,1,0,0,1,0,2015, 3, 9, 0,33, 8,10,1, 68,11,0, 0.000000e+00, 1.000000e+00,2, 9.749279e-01,-0.2225209, 1.000000e+00, 6.123032e-17,1,0.114285714,0,1,0,0,0,0,0,0,0,0,  8
"1097","I love this song",0,1,0,0,0,0,0,2014,10,21,20,53,49,42,4,294,43,0,-8.660254e-01, 5.000000e-01,3, 4.338837e-01,-0.9009689,-8.660254e-01, 5.000000e-01,1,0.076923077,0,0,0,0,0,0,0,0,0,0,  4
"1098","I fuckin love this song! After, I&#39;m sexy and I know it",0,0,1,0,0,0,0,2015, 5,26,16,56,19,21,2,146,22,0,-8.660254e-01,-5.000000e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.086956522,0,0,0,0,0,0,0,0,0,0, 12
"1099","LMFAO best songs ever!",0,0,1,0,0,0,0,2015, 5,26,17,56,36,21,2,146,22,0,-9.659258e-01,-2.588190e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.277777778,0,0,0,0,0,0,0,0,0,0,  4
"1100","coby this USL and past : http://adf.ly /1HmVtX delete space after y",0,0,0,0,1,1,0,2015, 5,25, 6,25,22,21,2,145,22,0, 1.000000e+00, 6.123032e-17,2, 9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.088235294,1,0,0,0,0,0,0,0,0,0, 12
"1101","Is that Charlie from lost?",1,0,0,0,0,0,0,2015, 5,27, 1,47,25,21,2,147,22,0, 2.588190e-01, 9.659258e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.095238095,0,0,0,0,0,0,0,0,0,0,  5
"1102","every bady yust have a good time",0,0,1,0,0,0,0,2014, 7,23,11,57,11,30,3,204,30,0, 2.588190e-01,-9.659258e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  7
"1103","Man she is hot in this one, male companions visit my profile to check out the coolest sextoy ever made!",0,1,0,0,0,1,0,2014,10,17,16,41,35,42,4,290,42,0,-8.660254e-01,-5.000000e-01,6,-7.818315e-01, 0.6234898,-8.660254e-01, 5.000000e-01,1,0.012195122,0,1,1,0,0,0,0,0,0,0, 20
"1104","Check out this video on YouTube:",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"1105","is that megan fox?",1,0,0,0,0,0,0,2015, 5,19,20,56, 0,20,2,139,21,0,-8.660254e-01, 5.000000e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  4
"1106","hey guys i know its annoying getting spammed sorry bout that but please take a moment to check out my channel IM A RAPPER with DECENT skills. i want to share my music with more people so take a listen THUMBS UP SO MORE CAN SEE THIS",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,7,0.211956522,0,1,1,1,0,0,0,1,0,0, 47
"1107",";-)",0,1,0,0,0,0,0,2014,10,20,20,35,13,42,4,293,43,0,-8.660254e-01, 5.000000e-01,2, 9.749279e-01,-0.2225209,-8.660254e-01, 5.000000e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  1
"1108","Check out this playlist on YouTube:a",0,0,1,0,0,1,0,2015, 3,26,19, 9,38,13,1, 85,13,0,-9.659258e-01, 2.588190e-01,5,-9.749279e-01,-0.2225209, 1.000000e+00, 6.123032e-17,1,0.100000000,0,1,0,0,0,0,0,0,0,0,  6
"1109","SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0,0,0,1,0,0,0,2014,11, 7,15,58,57,45,4,311,45,0,-7.071068e-01,-7.071068e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0,  2
"1110","why tiger succumbs to a beautiful girl ?.probably male tiger.....???? ha.ha.ha..",0,1,0,0,0,0,0,2014,10,19,14,59,26,42,4,292,42,1,-5.000000e-01,-8.660254e-01,1, 7.818315e-01, 0.6234898,-8.660254e-01, 5.000000e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0, 11
"1111","Omg can this be the first video on YouTube to hit 1 billion views like this comment of you agree.",0,0,1,0,0,1,0,2015, 3,22, 1, 4, 9,12,1, 81,12,1, 2.588190e-01, 9.659258e-01,1, 7.818315e-01, 0.6234898, 1.000000e+00, 6.123032e-17,1,0.039473684,0,0,0,0,0,0,1,0,0,0, 20
"1112","Nice",0,0,0,0,1,0,0,2013, 9, 5,18,47,29,36,3,248,36,0,-1.000000e+00,-1.836910e-16,5,-9.749279e-01,-0.2225209,-1.000000e+00,-1.836910e-16,1,0.250000000,0,0,0,0,0,0,0,0,0,0,  1
"1113","http://thepiratebay.se/torrent/10626048/The.Expendables.3.2014.DVDScr.LEAKED.CLEAN.XviD.MP3-RARBG",0,1,0,0,0,1,0,2014, 9,19,23,18,41,38,3,262,38,0,-2.588190e-01, 9.659258e-01,6,-7.818315e-01, 0.6234898,-1.000000e+00,-1.836910e-16,3,0.388059701,1,0,0,0,0,0,0,0,0,0,  1
"1114","",1,0,0,0,0,0,0,2015, 5,27,20,53,19,21,2,147,22,0,-8.660254e-01, 5.000000e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  0
"1115","Check out this playlist on YouTube:",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.103448276,0,1,0,0,0,0,0,0,0,0,  6
"1116","I hav absolutely no idea what he's saying. Is it even a language?",0,0,0,1,0,0,0,2014,11,11,22,48,11,45,4,315,46,0,-5.000000e-01, 8.660254e-01,3, 4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.040000000,0,0,0,0,0,0,0,0,0,0, 13
"1117","5th most viewed video.. i guess",0,0,1,0,0,0,0,2015, 5,18,14,50,38,20,2,138,21,0,-5.000000e-01,-8.660254e-01,2, 9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,1,0,0,0,  6
"1118","love",1,0,0,0,0,0,0,2015, 5,26, 8,41,13,21,2,146,22,0, 8.660254e-01,-5.000000e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  1
"1119","I Know Y&#39;all Can Check Out Amy Music Because Yall Got Me Go To Da Channel",0,0,0,0,1,1,0,2013, 8,27,21,12,40,35,3,239,35,0,-7.071068e-01, 7.071068e-01,3, 4.338837e-01,-0.9009689,-8.660254e-01,-5.000000e-01,3,0.280701754,0,0,0,0,0,0,0,0,0,0, 16
"1120","Check out this video on YouTube:",0,0,1,0,0,1,0,2015, 3,15,14, 3,27,11,1, 74,11,1,-5.000000e-01,-8.660254e-01,1, 7.818315e-01, 0.6234898, 1.000000e+00, 6.123032e-17,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"1121","Stop Wasting Up Your Time and Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com Work from the Comfort of your Home... We are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube. You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly IncomeOnly at 4NetJobs.com",0,0,0,0,1,1,0,2013,10,15,17, 0, 4,42,4,288,42,0,-9.659258e-01,-2.588190e-01,3, 4.338837e-01,-0.9009689,-8.660254e-01, 5.000000e-01,3,0.204545455,0,0,0,0,0,0,0,0,0,0, 83
"1122","how can there be 2.124.821.694 views, when im the only person alive after the zombie apocalypse - greetings, spoderman :)",0,0,0,1,0,0,0,2014,11, 5,10,43,27,45,4,309,45,0, 5.000000e-01,-8.660254e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0, 20
"1123","I hate this song!",0,0,0,1,0,0,0,2014,11, 9, 2,42,40,45,4,313,45,1, 5.000000e-01, 8.660254e-01,1, 7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.076923077,0,0,0,0,0,0,0,0,0,0,  4
"1124","Watch my videos xx",0,1,0,0,0,1,0,2014, 9,16,12,53,43,37,3,259,38,0, 1.224606e-16,-1.000000e+00,3, 4.338837e-01,-0.9009689,-1.000000e+00,-1.836910e-16,1,0.066666667,0,0,0,0,0,0,0,0,0,0,  4
"1125","Nice to meet You - this is Johnny: 1. If You already know my music - thumb this up, because You found it this way, too. 2. If You want to hear original songs completely made by 1 person, continue reading: I sing, write original music+lyrics & play guitar, bass, drums & keyboards. I&#39;m a 1-man-band. My music is completely independent & 100% listener-supported. If You want to hear it & if You&#39;re willing to help record new album - click on my name/picture. Enjoy the music - wish You awesome day!",0,0,0,0,1,1,0,2013, 7,19,11,41,54,29,3,200,29,0, 2.588190e-01,-9.659258e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01,-8.660254e-01,2,0.042328042,0,0,0,0,0,0,0,0,0,0, 92
"1126","FOLLOW MY COMPANY ON TWITTER thanks. https://twitter.com/TheWaxedHatCo",0,0,0,1,0,1,0,2014,11,13, 0,38,14,46,4,317,46,0, 0.000000e+00, 1.000000e+00,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.482758621,1,0,0,0,0,0,0,0,0,0,  7
"1127","We get it, you came here for the views...",0,0,0,1,0,0,0,2014,11, 8, 7,19,29,45,4,312,45,1, 9.659258e-01,-2.588190e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.034482759,0,0,0,0,0,0,0,0,0,0,  9
"1128","I love this song so much!:-D I've heard it so much I pretty much memorized the lyrics",0,1,0,0,0,0,0,2014,11, 8, 2,16,29,45,4,312,45,1, 5.000000e-01, 8.660254e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.061538462,0,0,0,0,0,0,0,0,0,0, 17
"1129","Check out this video on YouTube:",0,0,1,0,0,1,0,2014, 9,18,19,21,53,38,3,261,38,0,-9.659258e-01, 2.588190e-01,5,-9.749279e-01,-0.2225209,-1.000000e+00,-1.836910e-16,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"1130","2 billion views, only 2 million shares",0,0,0,1,0,0,0,2014,11, 8,10,30,35,45,4,312,45,1, 5.000000e-01,-8.660254e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  7
"1131","Rihanna is absolutely gorgeous in this video.",1,0,0,0,0,0,0,2015, 5,28,19,27,42,22,2,148,22,0,-9.659258e-01, 2.588190e-01,5,-9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.026315789,0,0,0,0,0,0,1,0,0,0,  7
"1132","We are an EDM apparel company dedicated to bringing you music inspired designs. Our clothing is perfect for any rave or music festival. We have NEON crop tops, tank tops, t-shirts, v-necks and accessories! follow us on Facebook or on instagraml for free giveaways news and more!! visit our site at OnCueApparel",0,0,0,1,0,1,0,2013,11,29, 0,22, 1,48,4,333,48,0, 0.000000e+00, 1.000000e+00,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.056224900,0,0,0,0,0,0,0,0,0,1, 52
"1133","looooooooooooooooooooovvvvvvvvveeeeeeeeeeee ittttttttttttt",0,1,0,0,0,0,0,2014, 9,14,13,52,43,37,3,257,37,1,-2.588190e-01,-9.659258e-01,1, 7.818315e-01, 0.6234898,-1.000000e+00,-1.836910e-16,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  2
"1134","Check out my covers please!",0,0,0,0,1,1,0,2013,10, 1,19,10,56,40,4,274,40,0,-9.659258e-01, 2.588190e-01,3, 4.338837e-01,-0.9009689,-8.660254e-01, 5.000000e-01,1,0.045454545,0,1,0,1,0,0,0,0,0,0,  5
"1135","Check out this video on YouTube:",0,0,1,0,0,1,0,2015, 5,16,23,25,15,20,2,136,20,1,-2.588190e-01, 9.659258e-01,7,-2.449213e-16, 1.0000000, 5.000000e-01,-8.660254e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"1136","Like Gorlin-Goltz Syndrome Support Community, you are not alone. https://www.facebook.com/GorlinGoltzSupport",0,1,0,0,0,1,0,2014, 9, 7,22,36,24,36,3,250,36,1,-5.000000e-01, 8.660254e-01,1, 7.818315e-01, 0.6234898,-1.000000e+00,-1.836910e-16,1,0.100000000,1,0,0,0,0,0,0,0,0,0, 10
"1137","Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly IncomeOnly at 4NetJobs.com",0,0,0,0,1,1,0,2013,10,14,10,35, 3,41,4,287,42,0, 5.000000e-01,-8.660254e-01,2, 9.749279e-01,-0.2225209,-8.660254e-01, 5.000000e-01,3,0.206989247,0,0,0,0,0,0,0,0,0,0, 87
"1138","Subscribe to me for clean Eminem!",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.074074074,0,0,0,0,0,0,0,0,0,0,  6
"1139","Please do buy these new Christmas shirts! You can buy at any time before December 4th and they are sold worldwide! Don't miss out: http://teespring.com/treechristmas",0,0,0,1,0,1,0,2014,11,14, 0, 1,37,46,4,318,46,0, 0.000000e+00, 1.000000e+00,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.038167939,1,1,0,0,0,0,0,0,0,0, 25
"1140","This song makes me want to drink bleach",0,1,0,0,0,0,0,2014, 9, 7, 2,43,55,36,3,250,36,1, 5.000000e-01, 8.660254e-01,1, 7.818315e-01, 0.6234898,-1.000000e+00,-1.836910e-16,1,0.031250000,0,0,0,0,0,0,0,0,0,0,  8
"1141","Help me get 50 subs please",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.052631579,0,0,0,1,0,0,0,0,0,0,  6
"1142","I just realized that this verses in this song have the exact same melody as the verses in ""Hey Ho"" by the Lumineers.",0,1,0,0,0,0,0,2014,10,24,17,11,17,43,4,297,43,0,-9.659258e-01,-2.588190e-01,6,-7.818315e-01, 0.6234898,-8.660254e-01, 5.000000e-01,1,0.043956044,0,0,0,0,0,0,0,0,0,0, 23
"1143","Subscribe to me if u think ""swag"" is fucking stupid",0,0,1,0,0,1,0,2014, 8,31,16,39,30,35,3,243,35,1,-8.660254e-01,-5.000000e-01,1, 7.818315e-01, 0.6234898,-8.660254e-01,-5.000000e-01,1,0.020833333,0,0,0,0,0,0,0,0,0,0, 10
"1144","Hey guys go to check my video name ""growtopia my story""",0,1,0,0,0,1,0,2014, 9, 3,16,32,59,36,3,246,36,0,-8.660254e-01,-5.000000e-01,4,-4.338837e-01,-0.9009689,-1.000000e+00,-1.836910e-16,1,0.023255814,0,0,1,0,0,0,1,0,0,0, 11
"1145","who the fuck cheats on megan fox",1,0,0,0,0,0,0,2015, 5,28, 0,13,57,22,2,148,22,0, 0.000000e+00, 1.000000e+00,5,-9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  7
"1146","Check out this video on YouTube:",0,0,1,0,0,1,0,2015, 1,28,16,29,16, 4,1, 28, 5,0,-8.660254e-01,-5.000000e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01, 8.660254e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"1147","love lmfao party rockin keep it going",0,0,1,0,0,0,0,2015, 5,25,16,30,30,21,2,145,22,0,-8.660254e-01,-5.000000e-01,2, 9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  7
"1148","Very Nice !",0,0,1,0,0,0,0,2015, 5,24, 2,53,52,21,2,144,21,1, 5.000000e-01, 8.660254e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.250000000,0,0,0,0,0,0,0,0,0,0,  3
"1149","http://www.amazon.co.uk/gp/offer-listing/B00ECVF93G/sr=8-2/qid=1415297812/ref=olp_tab_refurbished?ie=UTF8&condition=refurbished&qid=1415297812&sr=8-2",0,0,0,1,0,1,0,2014,11, 6,18,24,19,45,4,310,45,0,-1.000000e+00,-1.836910e-16,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.089108911,1,0,0,0,0,0,0,0,0,0,  1
"1150","To everyone joking about how he hacked to get 2 billion views because there's a certain amount of people or whatever, He actually did buy views.",0,0,0,1,0,0,0,2014,11,13,17,42, 6,46,4,317,46,0,-9.659258e-01,-2.588190e-01,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.017391304,0,0,0,0,0,0,0,0,0,0, 26
"1151","Hahah, juyk! I allways laugh at the part 1:57.. LOL!",0,0,0,1,0,0,0,2014,11,12,15,12,47,46,4,316,46,0,-7.071068e-01,-7.071068e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.147058824,0,0,0,0,0,0,0,0,0,0, 10
"1152","OH SHIT THIS WAS UPLOADED ON MY BIRTHDAY, finally my birthday isnt a curse, because on this day maylaysia airlines went missing, so i thought my birthday was a curse xD",0,0,1,0,0,0,0,2015, 5,19,12,40,24,20,2,139,21,0, 1.224606e-16,-1.000000e+00,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.251851852,0,0,0,0,0,0,0,0,0,0, 31
"1153","Come subscribe",0,0,1,0,0,1,0,2015, 5, 9, 1,25,16,19,2,129,19,1, 2.588190e-01, 9.659258e-01,7,-2.449213e-16, 1.0000000, 5.000000e-01,-8.660254e-01,1,0.076923077,0,0,0,0,0,1,0,0,0,0,  2
"1154","She is fit",0,1,0,0,0,0,0,2014,10,21,21, 9,29,42,4,294,43,0,-7.071068e-01, 7.071068e-01,3, 4.338837e-01,-0.9009689,-8.660254e-01, 5.000000e-01,1,0.125000000,0,0,0,0,0,0,0,0,0,0,  3
"1155","What is he saying?!?!?!?!?!?!?!?$?",0,0,0,1,0,0,0,2014,11, 7,13,12,45,45,4,311,45,0,-2.588190e-01,-9.659258e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.071428571,0,0,0,0,0,0,0,0,0,0,  4
"1156","2 Billions in 2014",0,0,0,1,0,0,0,2014, 1,27,19,36, 0, 4,1, 27, 5,0,-9.659258e-01, 2.588190e-01,2, 9.749279e-01,-0.2225209, 5.000000e-01, 8.660254e-01,1,0.100000000,0,0,0,0,0,0,0,0,0,0,  4
"1157","Rihana, Love Me. :(",1,0,0,0,0,0,0,2015, 5,28, 1,47,29,22,2,148,22,0, 2.588190e-01, 9.659258e-01,5,-9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.250000000,0,0,0,0,0,0,0,0,0,0,  4
"1158","2,000,000,000 out of 7,000,000,000 people in the would saw this video just in 2 years and yeat i only get 2 words out of the hole song",0,0,0,1,0,0,0,2014,11, 8, 3, 8,58,45,4,312,45,1, 7.071068e-01, 7.071068e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.000000000,0,1,0,0,0,0,1,0,0,0, 27
"1159","**CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE****",0,0,0,0,1,1,0,2013, 7,13,20,48, 6,28,3,194,28,1,-8.660254e-01, 5.000000e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01,-8.660254e-01,2,1.000000000,0,0,0,0,0,0,0,0,0,0, 77
"1160","-->ATTENTION KATYCATS! Katy leads with 7 noms at this year MTV EMA! do vote daily for her: tv. mtvema. com/vote (delete spaces) thumbs up and share on fb",0,1,0,0,0,1,0,2014, 9,22, 6,50,24,38,3,265,39,0, 1.000000e+00, 6.123032e-17,2, 9.749279e-01,-0.2225209,-1.000000e+00,-1.836910e-16,2,0.206896552,0,0,0,0,0,0,0,0,0,0, 28
"1161","they Shuffle hard that they made an Earthquake in Nepal",0,0,1,0,0,0,0,2015, 5,26,16,54,58,21,2,146,22,0,-8.660254e-01,-5.000000e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.065217391,0,0,0,0,0,0,0,0,0,0, 10
"1162","Northland Paranormal Society is now on YouTube! Check out our channel of real Paranormal evidence!! facebook/ Northland Paranormal Society!!!",0,0,0,0,1,1,0,2013, 8,27,13,35, 6,35,3,239,35,0,-2.588190e-01,-9.659258e-01,3, 4.338837e-01,-0.9009689,-8.660254e-01,-5.000000e-01,1,0.086206897,0,1,0,0,0,0,0,1,0,0, 19
"1163","man check out the raps on my channel im better rapper than these nigger fools",0,0,1,0,0,1,0,2014, 9,29, 2,54,58,39,3,272,40,0, 5.000000e-01, 8.660254e-01,2, 9.749279e-01,-0.2225209,-1.000000e+00,-1.836910e-16,1,0.000000000,0,1,1,0,0,0,0,1,0,0, 15
"1164","Why does a song like this have more views than Michael Jackson SMH",0,0,0,1,0,0,0,2014,11,14,12,21,52,46,4,318,46,0, 1.224606e-16,-1.000000e+00,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.111111111,0,0,0,0,0,0,0,0,0,0, 13
"1165","Check out this video on YouTube:",0,0,1,0,0,1,0,2015, 2,16,16,21,37, 7,1, 47, 8,0,-8.660254e-01,-5.000000e-01,2, 9.749279e-01,-0.2225209, 8.660254e-01, 5.000000e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"1166","Katy Perry - Roar (Official) #soundsofsunday #music",0,1,0,0,0,0,0,2014,10,29, 1,23,19,44,4,302,44,0, 2.588190e-01, 9.659258e-01,4,-4.338837e-01,-0.9009689,-8.660254e-01, 5.000000e-01,2,0.100000000,0,0,0,0,0,0,0,0,0,0,  7
"1167","I could finally do the spongebob but I started yesterday XD",0,0,1,0,0,0,0,2015, 5,17,19,35,44,20,2,137,20,1,-9.659258e-01, 2.588190e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.081632653,0,0,0,0,0,0,0,0,0,0, 11
"1168","This song is like an oreo, the black part is good but the white part is better",1,0,0,0,0,0,0,2015, 5,19, 6,14,30,20,2,139,21,0, 1.000000e+00, 6.123032e-17,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.016393443,0,0,0,0,0,0,0,0,0,0, 17
"1169","<script>document.write('<a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&pub=5575096797&toolid=10001&campid=5337555197&customid=bogdan+grigore&ipn=psmain&icep_vectorid=229508&kwid=902099&mtid=824&kw=lg"">check this out new arive on ebay</a><img style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&pub=5575096797&toolid=10001&campid=5337555197&customid=bogdan+grigore&mpt='+Math.floor(Math.random()*999999999)+'"">');</script><noscript><a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&pub=5575096797&toolid=10001&campid=5337555197&customid=bogdan+grigore&ipn=psmain&icep_vectorid=229508&kwid=902099&mtid=824&kw=lg"">check this out new arive on ebay</a><img style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&pub=5575096797&toolid=10001&campid=5337555197&customid=bogdan+grigore&mpt=[CACHEBUSTER] ""></noscript>",0,1,0,0,0,1,0,2014, 8,22, 4,50,50,34,3,234,34,0, 8.660254e-01, 5.000000e-01,6,-7.818315e-01, 0.6234898,-8.660254e-01,-5.000000e-01,1,0.018651363,1,1,1,0,0,0,0,0,0,0, 26
"1170","I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :)",0,0,0,0,1,1,0,2013,10,18,20,28,32,42,4,291,42,0,-8.660254e-01, 5.000000e-01,6,-7.818315e-01, 0.6234898,-8.660254e-01, 5.000000e-01,1,0.057692308,0,0,0,0,0,0,0,0,0,0, 18
"1171","Check out this playlist on YouTube:",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.103448276,0,1,0,0,0,0,0,0,0,0,  6
"1172","Subscribe to My CHANNEL",0,1,0,0,0,1,0,2014, 8,13, 3, 4,34,33,3,225,33,0, 7.071068e-01, 7.071068e-01,4,-4.338837e-01,-0.9009689,-8.660254e-01,-5.000000e-01,1,0.450000000,0,0,0,0,0,0,0,0,0,0,  4
